order	precursor	precursor_acc_num	miRNA_5p	miRNA_5p_acc_num	miRNA_3p	miRNA_3p_acc_num	
1534_	hsa-mir-6721	MI0022556	hsa-miR-6721-5p	MIMAT0025852	na	na	
1535_	hsa-mir-6722	MI0022557	hsa-miR-6722-5p	MIMAT0025853	hsa-miR-6722-3p	MIMAT0025854	
1536_	hsa-mir-6723	MI0022558	hsa-miR-6723-5p	MIMAT0025855	na	na	
1537_	hsa-mir-6724	MI0022559	hsa-miR-6724-5p	MIMAT0025856	na	na	
1538_	hsa-mir-6726	MI0022571	hsa-miR-6726-5p	MIMAT0027353	hsa-miR-6726-3p	MIMAT0027354	
1539_	hsa-mir-6727	MI0022572	hsa-miR-6727-5p	MIMAT0027355	hsa-miR-6727-3p	MIMAT0027356	
1540_	hsa-mir-6728	MI0022573	hsa-miR-6728-5p	MIMAT0027357	hsa-miR-6728-3p	MIMAT0027358	
1541_	hsa-mir-6729	MI0022574	hsa-miR-6729-5p	MIMAT0027359	hsa-miR-6729-3p	MIMAT0027360	
1542_	hsa-mir-6730	MI0022575	hsa-miR-6730-5p	MIMAT0027361	hsa-miR-6730-3p	MIMAT0027362	
1543_	hsa-mir-6731	MI0022576	hsa-miR-6731-5p	MIMAT0027363	hsa-miR-6731-3p	MIMAT0027364	
1544_	hsa-mir-6732	MI0022577	hsa-miR-6732-5p	MIMAT0027365	hsa-miR-6732-3p	MIMAT0027366	
1545_	hsa-mir-6733	MI0022578	hsa-miR-6733-5p	MIMAT0027367	hsa-miR-6733-3p	MIMAT0027368	
1546_	hsa-mir-6734	MI0022579	hsa-miR-6734-5p	MIMAT0027369	hsa-miR-6734-3p	MIMAT0027370	
1547_	hsa-mir-6735	MI0022580	hsa-miR-6735-5p	MIMAT0027371	hsa-miR-6735-3p	MIMAT0027372	
1548_	hsa-mir-6736	MI0022581	hsa-miR-6736-5p	MIMAT0027373	hsa-miR-6736-3p	MIMAT0027374	
1549_	hsa-mir-6737	MI0022582	hsa-miR-6737-5p	MIMAT0027375	hsa-miR-6737-3p	MIMAT0027376	
1550_	hsa-mir-6738	MI0022583	hsa-miR-6738-5p	MIMAT0027377	hsa-miR-6738-3p	MIMAT0027378	
1551_	hsa-mir-6739	MI0022584	hsa-miR-6739-5p	MIMAT0027379	hsa-miR-6739-3p	MIMAT0027380	
1552_	hsa-mir-6740	MI0022585	hsa-miR-6740-5p	MIMAT0027381	hsa-miR-6740-3p	MIMAT0027382	
1553_	hsa-mir-6741	MI0022586	hsa-miR-6741-5p	MIMAT0027383	hsa-miR-6741-3p	MIMAT0027384	
1554_	hsa-mir-6742	MI0022587	hsa-miR-6742-5p	MIMAT0027385	hsa-miR-6742-3p	MIMAT0027386	
1555_	hsa-mir-6743	MI0022588	hsa-miR-6743-5p	MIMAT0027387	hsa-miR-6743-3p	MIMAT0027388	
1556_	hsa-mir-6744	MI0022589	hsa-miR-6744-5p	MIMAT0027389	hsa-miR-6744-3p	MIMAT0027390	
1557_	hsa-mir-6745	MI0022590	na	na	hsa-miR-6745-3p	MIMAT0027391	
1558_	hsa-mir-6746	MI0022591	hsa-miR-6746-5p	MIMAT0027392	hsa-miR-6746-3p	MIMAT0027393	
1559_	hsa-mir-6747	MI0022592	hsa-miR-6747-5p	MIMAT0027394	hsa-miR-6747-3p	MIMAT0027395	
1560_	hsa-mir-6748	MI0022593	hsa-miR-6748-5p	MIMAT0027396	hsa-miR-6748-3p	MIMAT0027397	
1561_	hsa-mir-6749	MI0022594	hsa-miR-6749-5p	MIMAT0027398	hsa-miR-6749-3p	MIMAT0027399	
1562_	hsa-mir-675	MI0005416	hsa-miR-675-5p	MIMAT0004284	hsa-miR-675-3p	MIMAT0006790	
1563_	hsa-mir-6750	MI0022595	hsa-miR-6750-5p	MIMAT0027400	hsa-miR-6750-3p	MIMAT0027401	
1564_	hsa-mir-6751	MI0022596	hsa-miR-6751-5p	MIMAT0027402	hsa-miR-6751-3p	MIMAT0027403	
1565_	hsa-mir-6752	MI0022597	hsa-miR-6752-5p	MIMAT0027404	hsa-miR-6752-3p	MIMAT0027405	
1566_	hsa-mir-6753	MI0022598	hsa-miR-6753-5p	MIMAT0027406	hsa-miR-6753-3p	MIMAT0027407	
1567_	hsa-mir-6754	MI0022599	hsa-miR-6754-5p	MIMAT0027408	hsa-miR-6754-3p	MIMAT0027409	
1568_	hsa-mir-6755	MI0022600	hsa-miR-6755-5p	MIMAT0027410	hsa-miR-6755-3p	MIMAT0027411	
1569_	hsa-mir-6756	MI0022601	hsa-miR-6756-5p	MIMAT0027412	hsa-miR-6756-3p	MIMAT0027413	
1570_	hsa-mir-6757	MI0022602	hsa-miR-6757-5p	MIMAT0027414	hsa-miR-6757-3p	MIMAT0027415	
1571_	hsa-mir-6758	MI0022603	hsa-miR-6758-5p	MIMAT0027416	hsa-miR-6758-3p	MIMAT0027417	
1572_	hsa-mir-6759	MI0022604	hsa-miR-6759-5p	MIMAT0027418	hsa-miR-6759-3p	MIMAT0027419	
1573_	hsa-mir-676	MI0016436	hsa-miR-676-5p	MIMAT0018203	hsa-miR-676-3p	MIMAT0018204	
1574_	hsa-mir-6760	MI0022605	hsa-miR-6760-5p	MIMAT0027420	hsa-miR-6760-3p	MIMAT0027421	
1575_	hsa-mir-6761	MI0022606	hsa-miR-6761-5p	MIMAT0027422	hsa-miR-6761-3p	MIMAT0027423	
1576_	hsa-mir-6762	MI0022607	hsa-miR-6762-5p	MIMAT0027424	hsa-miR-6762-3p	MIMAT0027425	
1577_	hsa-mir-6763	MI0022608	hsa-miR-6763-5p	MIMAT0027426	hsa-miR-6763-3p	MIMAT0027427	
1578_	hsa-mir-6764	MI0022609	hsa-miR-6764-5p	MIMAT0027428	hsa-miR-6764-3p	MIMAT0027429	
1579_	hsa-mir-6765	MI0022610	hsa-miR-6765-5p	MIMAT0027430	hsa-miR-6765-3p	MIMAT0027431	
1580_	hsa-mir-6766	MI0022611	hsa-miR-6766-5p	MIMAT0027432	hsa-miR-6766-3p	MIMAT0027433	
1581_	hsa-mir-6767	MI0022612	hsa-miR-6767-5p	MIMAT0027434	hsa-miR-6767-3p	MIMAT0027435	
1582_	hsa-mir-6768	MI0022613	hsa-miR-6768-5p	MIMAT0027436	hsa-miR-6768-3p	MIMAT0027437	
1583_	hsa-mir-6769a	MI0022614	hsa-miR-6769a-5p	MIMAT0027438	hsa-miR-6769a-3p	MIMAT0027439	
1584_	hsa-mir-6769b	MI0022706	hsa-miR-6769b-5p	MIMAT0027620	hsa-miR-6769b-3p	MIMAT0027621	
1585_	hsa-mir-6770-1	MI0022615	hsa-miR-6770-5p	MIMAT0027440	hsa-miR-6770-3p	MIMAT0027441	
1586_	hsa-mir-6770-2	MI0026418	hsa-miR-6770-5p	MIMAT0027440	hsa-miR-6770-3p	MIMAT0027441	
1587_	hsa-mir-6770-3	MI0026419	hsa-miR-6770-5p	MIMAT0027440	hsa-miR-6770-3p	MIMAT0027441	
1588_	hsa-mir-6771	MI0022616	hsa-miR-6771-5p	MIMAT0027442	hsa-miR-6771-3p	MIMAT0027443	
1589_	hsa-mir-6772	MI0022617	hsa-miR-6772-5p	MIMAT0027444	hsa-miR-6772-3p	MIMAT0027445	
1590_	hsa-mir-6773	MI0022618	hsa-miR-6773-5p	MIMAT0027446	hsa-miR-6773-3p	MIMAT0027447	
1591_	hsa-mir-6774	MI0022619	hsa-miR-6774-5p	MIMAT0027448	hsa-miR-6774-3p	MIMAT0027449	
1592_	hsa-mir-6775	MI0022620	hsa-miR-6775-5p	MIMAT0027450	hsa-miR-6775-3p	MIMAT0027451	
1593_	hsa-mir-6776	MI0022621	hsa-miR-6776-5p	MIMAT0027452	hsa-miR-6776-3p	MIMAT0027453	
1594_	hsa-mir-6777	MI0022622	hsa-miR-6777-5p	MIMAT0027454	hsa-miR-6777-3p	MIMAT0027455	
1595_	hsa-mir-6778	MI0022623	hsa-miR-6778-5p	MIMAT0027456	hsa-miR-6778-3p	MIMAT0027457	
1596_	hsa-mir-6779	MI0022624	hsa-miR-6779-5p	MIMAT0027458	hsa-miR-6779-3p	MIMAT0027459	
1597_	hsa-mir-6780a	MI0022625	hsa-miR-6780a-5p	MIMAT0027460	hsa-miR-6780a-3p	MIMAT0027461	
1598_	hsa-mir-6780b	MI0022681	hsa-miR-6780b-5p	MIMAT0027572	hsa-miR-6780b-3p	MIMAT0027573	
1599_	hsa-mir-6781	MI0022626	hsa-miR-6781-5p	MIMAT0027462	hsa-miR-6781-3p	MIMAT0027463	
1600_	hsa-mir-6782	MI0022627	hsa-miR-6782-5p	MIMAT0027464	hsa-miR-6782-3p	MIMAT0027465	
1601_	hsa-mir-6783	MI0022628	hsa-miR-6783-5p	MIMAT0027466	hsa-miR-6783-3p	MIMAT0027467	
1602_	hsa-mir-6784	MI0022629	hsa-miR-6784-5p	MIMAT0027468	hsa-miR-6784-3p	MIMAT0027469	
1603_	hsa-mir-6785	MI0022630	hsa-miR-6785-5p	MIMAT0027470	hsa-miR-6785-3p	MIMAT0027471	
1604_	hsa-mir-6786	MI0022631	hsa-miR-6786-5p	MIMAT0027472	hsa-miR-6786-3p	MIMAT0027473	
1605_	hsa-mir-6787	MI0022632	hsa-miR-6787-5p	MIMAT0027474	hsa-miR-6787-3p	MIMAT0027475	
1606_	hsa-mir-6788	MI0022633	hsa-miR-6788-5p	MIMAT0027476	hsa-miR-6788-3p	MIMAT0027477	
1607_	hsa-mir-6789	MI0022634	hsa-miR-6789-5p	MIMAT0027478	hsa-miR-6789-3p	MIMAT0027479	
1608_	hsa-mir-6790	MI0022635	hsa-miR-6790-5p	MIMAT0027480	hsa-miR-6790-3p	MIMAT0027481	
1609_	hsa-mir-6791	MI0022636	hsa-miR-6791-5p	MIMAT0027482	hsa-miR-6791-3p	MIMAT0027483	
1610_	hsa-mir-6792	MI0022637	hsa-miR-6792-5p	MIMAT0027484	hsa-miR-6792-3p	MIMAT0027485	
1611_	hsa-mir-6793	MI0022638	hsa-miR-6793-5p	MIMAT0027486	hsa-miR-6793-3p	MIMAT0027487	
1612_	hsa-mir-6794	MI0022639	hsa-miR-6794-5p	MIMAT0027488	hsa-miR-6794-3p	MIMAT0027489	
1613_	hsa-mir-6795	MI0022640	hsa-miR-6795-5p	MIMAT0027490	hsa-miR-6795-3p	MIMAT0027491	
1614_	hsa-mir-6796	MI0022641	hsa-miR-6796-5p	MIMAT0027492	hsa-miR-6796-3p	MIMAT0027493	
1615_	hsa-mir-6797	MI0022642	hsa-miR-6797-5p	MIMAT0027494	hsa-miR-6797-3p	MIMAT0027495	
1616_	hsa-mir-6798	MI0022643	hsa-miR-6798-5p	MIMAT0027496	hsa-miR-6798-3p	MIMAT0027497	
1617_	hsa-mir-6799	MI0022644	hsa-miR-6799-5p	MIMAT0027498	hsa-miR-6799-3p	MIMAT0027499	
1618_	hsa-mir-6800	MI0022645	hsa-miR-6800-5p	MIMAT0027500	hsa-miR-6800-3p	MIMAT0027501	
1619_	hsa-mir-6801	MI0022646	hsa-miR-6801-5p	MIMAT0027502	hsa-miR-6801-3p	MIMAT0027503	
1620_	hsa-mir-6802	MI0022647	hsa-miR-6802-5p	MIMAT0027504	hsa-miR-6802-3p	MIMAT0027505	
1621_	hsa-mir-6803	MI0022648	hsa-miR-6803-5p	MIMAT0027506	hsa-miR-6803-3p	MIMAT0027507	
1622_	hsa-mir-6804	MI0022649	hsa-miR-6804-5p	MIMAT0027508	hsa-miR-6804-3p	MIMAT0027509	
1623_	hsa-mir-6805	MI0022650	hsa-miR-6805-5p	MIMAT0027510	hsa-miR-6805-3p	MIMAT0027511	
1624_	hsa-mir-6806	MI0022651	hsa-miR-6806-5p	MIMAT0027512	hsa-miR-6806-3p	MIMAT0027513	
1625_	hsa-mir-6807	MI0022652	hsa-miR-6807-5p	MIMAT0027514	hsa-miR-6807-3p	MIMAT0027515	
1626_	hsa-mir-6808	MI0022653	hsa-miR-6808-5p	MIMAT0027516	hsa-miR-6808-3p	MIMAT0027517	
1627_	hsa-mir-6809	MI0022654	hsa-miR-6809-5p	MIMAT0027518	hsa-miR-6809-3p	MIMAT0027519	
1628_	hsa-mir-6810	MI0022655	hsa-miR-6810-5p	MIMAT0027520	hsa-miR-6810-3p	MIMAT0027521	
1629_	hsa-mir-6811	MI0022656	hsa-miR-6811-5p	MIMAT0027522	hsa-miR-6811-3p	MIMAT0027523	
1630_	hsa-mir-6812	MI0022657	hsa-miR-6812-5p	MIMAT0027524	hsa-miR-6812-3p	MIMAT0027525	
1631_	hsa-mir-6813	MI0022658	hsa-miR-6813-5p	MIMAT0027526	hsa-miR-6813-3p	MIMAT0027527	
1632_	hsa-mir-6814	MI0022659	hsa-miR-6814-5p	MIMAT0027528	hsa-miR-6814-3p	MIMAT0027529	
1633_	hsa-mir-6815	MI0022660	hsa-miR-6815-5p	MIMAT0027530	hsa-miR-6815-3p	MIMAT0027531	
1634_	hsa-mir-6816	MI0022661	hsa-miR-6816-5p	MIMAT0027532	hsa-miR-6816-3p	MIMAT0027533	
1635_	hsa-mir-6817	MI0022662	hsa-miR-6817-5p	MIMAT0027534	hsa-miR-6817-3p	MIMAT0027535	
1636_	hsa-mir-6818	MI0022663	hsa-miR-6818-5p	MIMAT0027536	hsa-miR-6818-3p	MIMAT0027537	
1637_	hsa-mir-6819	MI0022664	hsa-miR-6819-5p	MIMAT0027538	hsa-miR-6819-3p	MIMAT0027539	
1638_	hsa-mir-6820	MI0022665	hsa-miR-6820-5p	MIMAT0027540	hsa-miR-6820-3p	MIMAT0027541	
1639_	hsa-mir-6821	MI0022666	hsa-miR-6821-5p	MIMAT0027542	hsa-miR-6821-3p	MIMAT0027543	
1640_	hsa-mir-6822	MI0022667	hsa-miR-6822-5p	MIMAT0027544	hsa-miR-6822-3p	MIMAT0027545	
1641_	hsa-mir-6823	MI0022668	hsa-miR-6823-5p	MIMAT0027546	hsa-miR-6823-3p	MIMAT0027547	
1642_	hsa-mir-6824	MI0022669	hsa-miR-6824-5p	MIMAT0027548	hsa-miR-6824-3p	MIMAT0027549	
1643_	hsa-mir-6825	MI0022670	hsa-miR-6825-5p	MIMAT0027550	hsa-miR-6825-3p	MIMAT0027551	
1644_	hsa-mir-6826	MI0022671	hsa-miR-6826-5p	MIMAT0027552	hsa-miR-6826-3p	MIMAT0027553	
1645_	hsa-mir-6827	MI0022672	hsa-miR-6827-5p	MIMAT0027554	hsa-miR-6827-3p	MIMAT0027555	
1646_	hsa-mir-6828	MI0022673	hsa-miR-6828-5p	MIMAT0027556	hsa-miR-6828-3p	MIMAT0027557	
1647_	hsa-mir-6829	MI0022674	hsa-miR-6829-5p	MIMAT0027558	hsa-miR-6829-3p	MIMAT0027559	
1648_	hsa-mir-6830	MI0022675	hsa-miR-6830-5p	MIMAT0027560	hsa-miR-6830-3p	MIMAT0027561	
1649_	hsa-mir-6831	MI0022676	hsa-miR-6831-5p	MIMAT0027562	hsa-miR-6831-3p	MIMAT0027563	
1650_	hsa-mir-6832	MI0022677	hsa-miR-6832-5p	MIMAT0027564	hsa-miR-6832-3p	MIMAT0027565	
1651_	hsa-mir-6833	MI0022678	hsa-miR-6833-5p	MIMAT0027566	hsa-miR-6833-3p	MIMAT0027567	
1652_	hsa-mir-6834	MI0022679	hsa-miR-6834-5p	MIMAT0027568	hsa-miR-6834-3p	MIMAT0027569	
1653_	hsa-mir-6835	MI0022680	hsa-miR-6835-5p	MIMAT0027570	hsa-miR-6835-3p	MIMAT0027571	
1654_	hsa-mir-6836	MI0022682	hsa-miR-6836-5p	MIMAT0027574	hsa-miR-6836-3p	MIMAT0027575	
1655_	hsa-mir-6837	MI0022683	hsa-miR-6837-5p	MIMAT0027576	hsa-miR-6837-3p	MIMAT0027577	
1656_	hsa-mir-6838	MI0022684	hsa-miR-6838-5p	MIMAT0027578	hsa-miR-6838-3p	MIMAT0027579	
1657_	hsa-mir-6839	MI0022685	hsa-miR-6839-5p	MIMAT0027580	hsa-miR-6839-3p	MIMAT0027581	
1658_	hsa-mir-6840	MI0022686	hsa-miR-6840-5p	MIMAT0027582	hsa-miR-6840-3p	MIMAT0027583	
1659_	hsa-mir-6841	MI0022687	hsa-miR-6841-5p	MIMAT0027584	hsa-miR-6841-3p	MIMAT0027585	
1660_	hsa-mir-6842	MI0022688	hsa-miR-6842-5p	MIMAT0027586	hsa-miR-6842-3p	MIMAT0027587	
1661_	hsa-mir-6843	MI0022689	na	na	hsa-miR-6843-3p	MIMAT0027588	
1662_	hsa-mir-6844	MI0022690	na	na	hsa-miR-6844-3p	MIMAT0027589	
1663_	hsa-mir-6845	MI0022691	hsa-miR-6845-5p	MIMAT0027590	hsa-miR-6845-3p	MIMAT0027591	
1664_	hsa-mir-6846	MI0022692	hsa-miR-6846-5p	MIMAT0027592	hsa-miR-6846-3p	MIMAT0027593	
1665_	hsa-mir-6847	MI0022693	hsa-miR-6847-5p	MIMAT0027594	hsa-miR-6847-3p	MIMAT0027595	
1666_	hsa-mir-6848	MI0022694	hsa-miR-6848-5p	MIMAT0027596	hsa-miR-6848-3p	MIMAT0027597	
1667_	hsa-mir-6849	MI0022695	hsa-miR-6849-5p	MIMAT0027598	hsa-miR-6849-3p	MIMAT0027599	
1668_	hsa-mir-6850	MI0022696	hsa-miR-6850-5p	MIMAT0027600	hsa-miR-6850-3p	MIMAT0027601	
1669_	hsa-mir-6851	MI0022697	hsa-miR-6851-5p	MIMAT0027602	hsa-miR-6851-3p	MIMAT0027603	
1670_	hsa-mir-6852	MI0022698	hsa-miR-6852-5p	MIMAT0027604	hsa-miR-6852-3p	MIMAT0027605	
1671_	hsa-mir-6853	MI0022699	hsa-miR-6853-5p	MIMAT0027606	hsa-miR-6853-3p	MIMAT0027607	
1672_	hsa-mir-6854	MI0022700	hsa-miR-6854-5p	MIMAT0027608	hsa-miR-6854-3p	MIMAT0027609	
1673_	hsa-mir-6855	MI0022701	hsa-miR-6855-5p	MIMAT0027610	hsa-miR-6855-3p	MIMAT0027611	
1674_	hsa-mir-6856	MI0022702	hsa-miR-6856-5p	MIMAT0027612	hsa-miR-6856-3p	MIMAT0027613	
1675_	hsa-mir-6857	MI0022703	hsa-miR-6857-5p	MIMAT0027614	hsa-miR-6857-3p	MIMAT0027615	
1676_	hsa-mir-6858	MI0022704	hsa-miR-6858-5p	MIMAT0027616	hsa-miR-6858-3p	MIMAT0027617	
1677_	hsa-mir-6859-1	MI0022705	hsa-miR-6859-5p	MIMAT0027618	hsa-miR-6859-3p	MIMAT0027619	
1678_	hsa-mir-6859-2	MI0026420	hsa-miR-6859-5p	MIMAT0027618	hsa-miR-6859-3p	MIMAT0027619	
1679_	hsa-mir-6859-3	MI0026421	hsa-miR-6859-5p	MIMAT0027618	hsa-miR-6859-3p	MIMAT0027619	
1680_	hsa-mir-6860	MI0022707	na	na	hsa-miR-6860-3p	MIMAT0027622	
1681_	hsa-mir-6861	MI0022708	hsa-miR-6861-5p	MIMAT0027623	hsa-miR-6861-3p	MIMAT0027624	
1682_	hsa-mir-6862-1	MI0022709	hsa-miR-6862-5p	MIMAT0027625	hsa-miR-6862-3p	MIMAT0027626	
1683_	hsa-mir-6862-2	MI0026415	hsa-miR-6862-5p	MIMAT0027625	hsa-miR-6862-3p	MIMAT0027626	
1684_	hsa-mir-6863	MI0022710	na	na	hsa-miR-6863-3p	MIMAT0027627	
1685_	hsa-mir-6864	MI0022711	hsa-miR-6864-5p	MIMAT0027628	hsa-miR-6864-3p	MIMAT0027629	
1686_	hsa-mir-6865	MI0022712	hsa-miR-6865-5p	MIMAT0027630	hsa-miR-6865-3p	MIMAT0027631	
1687_	hsa-mir-6866	MI0022713	hsa-miR-6866-5p	MIMAT0027632	hsa-miR-6866-3p	MIMAT0027633	
1688_	hsa-mir-6867	MI0022714	hsa-miR-6867-5p	MIMAT0027634	hsa-miR-6867-3p	MIMAT0027635	
1689_	hsa-mir-6868	MI0022715	hsa-miR-6868-5p	MIMAT0027636	hsa-miR-6868-3p	MIMAT0027637	
1690_	hsa-mir-6869	MI0022716	hsa-miR-6869-5p	MIMAT0027638	hsa-miR-6869-3p	MIMAT0027639	
1691_	hsa-mir-6870	MI0022717	hsa-miR-6870-5p	MIMAT0027640	hsa-miR-6870-3p	MIMAT0027641	
1692_	hsa-mir-6871	MI0022718	hsa-miR-6871-5p	MIMAT0027642	hsa-miR-6871-3p	MIMAT0027643	
1693_	hsa-mir-6872	MI0022719	hsa-miR-6872-5p	MIMAT0027644	hsa-miR-6872-3p	MIMAT0027645	
1694_	hsa-mir-6873	MI0022720	hsa-miR-6873-5p	MIMAT0027646	hsa-miR-6873-3p	MIMAT0027647	
1695_	hsa-mir-6874	MI0022721	hsa-miR-6874-5p	MIMAT0027648	hsa-miR-6874-3p	MIMAT0027649	
1696_	hsa-mir-6875	MI0022722	hsa-miR-6875-5p	MIMAT0027650	hsa-miR-6875-3p	MIMAT0027651	
1697_	hsa-mir-6876	MI0022723	hsa-miR-6876-5p	MIMAT0027652	hsa-miR-6876-3p	MIMAT0027653	
1698_	hsa-mir-6877	MI0022724	hsa-miR-6877-5p	MIMAT0027654	hsa-miR-6877-3p	MIMAT0027655	
1699_	hsa-mir-6878	MI0022725	hsa-miR-6878-5p	MIMAT0027656	hsa-miR-6878-3p	MIMAT0027657	
1700_	hsa-mir-6879	MI0022726	hsa-miR-6879-5p	MIMAT0027658	hsa-miR-6879-3p	MIMAT0027659	
1701_	hsa-mir-6880	MI0022727	hsa-miR-6880-5p	MIMAT0027660	hsa-miR-6880-3p	MIMAT0027661	
1702_	hsa-mir-6881	MI0022728	hsa-miR-6881-5p	MIMAT0027662	hsa-miR-6881-3p	MIMAT0027663	
1703_	hsa-mir-6882	MI0022729	hsa-miR-6882-5p	MIMAT0027664	hsa-miR-6882-3p	MIMAT0027665	
1704_	hsa-mir-6883	MI0022730	hsa-miR-6883-5p	MIMAT0027666	hsa-miR-6883-3p	MIMAT0027667	
1705_	hsa-mir-6884	MI0022731	hsa-miR-6884-5p	MIMAT0027668	hsa-miR-6884-3p	MIMAT0027669	
1706_	hsa-mir-6885	MI0022732	hsa-miR-6885-5p	MIMAT0027670	hsa-miR-6885-3p	MIMAT0027671	
1707_	hsa-mir-6886	MI0022733	hsa-miR-6886-5p	MIMAT0027672	hsa-miR-6886-3p	MIMAT0027673	
1708_	hsa-mir-6887	MI0022734	hsa-miR-6887-5p	MIMAT0027674	hsa-miR-6887-3p	MIMAT0027675	
1709_	hsa-mir-6888	MI0022735	hsa-miR-6888-5p	MIMAT0027676	hsa-miR-6888-3p	MIMAT0027677	
1710_	hsa-mir-6889	MI0022736	hsa-miR-6889-5p	MIMAT0027678	hsa-miR-6889-3p	MIMAT0027679	
1711_	hsa-mir-6890	MI0022737	hsa-miR-6890-5p	MIMAT0027680	hsa-miR-6890-3p	MIMAT0027681	
1712_	hsa-mir-6891	MI0022738	hsa-miR-6891-5p	MIMAT0027682	hsa-miR-6891-3p	MIMAT0027683	
1713_	hsa-mir-6892	MI0022739	hsa-miR-6892-5p	MIMAT0027684	hsa-miR-6892-3p	MIMAT0027685	
1714_	hsa-mir-6893	MI0022740	hsa-miR-6893-5p	MIMAT0027686	hsa-miR-6893-3p	MIMAT0027687	
1715_	hsa-mir-6894	MI0022741	hsa-miR-6894-5p	MIMAT0027688	hsa-miR-6894-3p	MIMAT0027689	
1716_	hsa-mir-6895	MI0022742	hsa-miR-6895-5p	MIMAT0027690	hsa-miR-6895-3p	MIMAT0027691	
1717_	hsa-mir-7-1	MI0000263	hsa-miR-7-5p	MIMAT0000252	hsa-miR-7-1-3p	MIMAT0004553	
1718_	hsa-mir-7-2	MI0000264	hsa-miR-7-5p	MIMAT0000252	hsa-miR-7-2-3p	MIMAT0004554	
1719_	hsa-mir-7-3	MI0000265	hsa-miR-7-5p	MIMAT0000252	na	na	
1720_	hsa-mir-708	MI0005543	hsa-miR-708-5p	MIMAT0004926	hsa-miR-708-3p	MIMAT0004927	
1721_	hsa-mir-7106	MI0022957	hsa-miR-7106-5p	MIMAT0028109	hsa-miR-7106-3p	MIMAT0028110	
1722_	hsa-mir-7107	MI0022958	hsa-miR-7107-5p	MIMAT0028111	hsa-miR-7107-3p	MIMAT0028112	
1723_	hsa-mir-7108	MI0022959	hsa-miR-7108-5p	MIMAT0028113	hsa-miR-7108-3p	MIMAT0028114	
1724_	hsa-mir-7109	MI0022960	hsa-miR-7109-5p	MIMAT0028115	hsa-miR-7109-3p	MIMAT0028116	
1725_	hsa-mir-711	MI0012488	na	na	hsa-miR-711-3p	MIMAT0012734	
1726_	hsa-mir-7110	MI0022961	hsa-miR-7110-5p	MIMAT0028117	hsa-miR-7110-3p	MIMAT0028118	
1727_	hsa-mir-7111	MI0022962	hsa-miR-7111-5p	MIMAT0028119	hsa-miR-7111-3p	MIMAT0028120	
1728_	hsa-mir-7112-1	MI0022963	hsa-miR-7112-5p	MIMAT0028121	hsa-miR-7112-3p	MIMAT0028122	
1729_	hsa-mir-7112-2	MI0026414	hsa-miR-7112-5p	MIMAT0028121	hsa-miR-7112-3p	MIMAT0028122	
1730_	hsa-mir-7113	MI0022964	hsa-miR-7113-5p	MIMAT0028123	hsa-miR-7113-3p	MIMAT0028124	
1731_	hsa-mir-7114	MI0022965	hsa-miR-7114-5p	MIMAT0028125	hsa-miR-7114-3p	MIMAT0028126	
1732_	hsa-mir-7150	MI0023610	hsa-miR-7150-5p	MIMAT0028211	na	na	
1733_	hsa-mir-7151	MI0023611	hsa-miR-7151-5p	MIMAT0028212	hsa-miR-7151-3p	MIMAT0028213	
1734_	hsa-mir-7152	MI0023612	hsa-miR-7152-5p	MIMAT0028214	hsa-miR-7152-3p	MIMAT0028215	
1735_	hsa-mir-7153	MI0023613	hsa-miR-7153-5p	MIMAT0028216	hsa-miR-7153-3p	MIMAT0028217	
1736_	hsa-mir-7154	MI0023614	hsa-miR-7154-5p	MIMAT0028218	hsa-miR-7154-3p	MIMAT0028219	
1737_	hsa-mir-7155	MI0023615	hsa-miR-7155-5p	MIMAT0028220	hsa-miR-7155-3p	MIMAT0028221	
1738_	hsa-mir-7156	MI0023616	hsa-miR-7156-5p	MIMAT0028222	hsa-miR-7156-3p	MIMAT0028223	
1739_	hsa-mir-7157	MI0023617	hsa-miR-7157-5p	MIMAT0028224	hsa-miR-7157-3p	MIMAT0028225	
1740_	hsa-mir-7158	MI0023618	hsa-miR-7158-5p	MIMAT0028226	hsa-miR-7158-3p	MIMAT0028227	
1741_	hsa-mir-7159	MI0023620	hsa-miR-7159-5p	MIMAT0028228	hsa-miR-7159-3p	MIMAT0028229	
1742_	hsa-mir-7160	MI0023621	hsa-miR-7160-5p	MIMAT0028230	hsa-miR-7160-3p	MIMAT0028231	
1743_	hsa-mir-7161	MI0023619	hsa-miR-7161-5p	MIMAT0028232	hsa-miR-7161-3p	MIMAT0028233	
1744_	hsa-mir-7162	MI0023623	hsa-miR-7162-5p	MIMAT0028234	hsa-miR-7162-3p	MIMAT0028235	
1745_	hsa-mir-718	MI0012489	na	na	hsa-miR-718-3p	MIMAT0012735	
1746_	hsa-mir-744	MI0005559	hsa-miR-744-5p	MIMAT0004945	hsa-miR-744-3p	MIMAT0004946	
1747_	hsa-mir-7515	MI0024354	na	na	hsa-miR-7515-3p	MIMAT0029310	
1748_	hsa-mir-758	MI0003757	hsa-miR-758-5p	MIMAT0022929	hsa-miR-758-3p	MIMAT0003879	
1749_	hsa-mir-759	MI0004065	hsa-miR-759-5p	MIMAT0010497	na	na	
1750_	hsa-mir-760	MI0005567	na	na	hsa-miR-760-3p	MIMAT0004957	
1751_	hsa-mir-761	MI0003941	hsa-miR-761-5p	MIMAT0010364	na	na	
1752_	hsa-mir-762	MI0003892	na	na	hsa-miR-762-3p	MIMAT0010313	
